_corrupt_record,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"",Gob,Logged In,Giana,F,1,Collins,154.17424,free,"Rochester, MN",PUT,NextSong,1509533883284,5202,Ming Tran,200,1513833232284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:31.0) Gecko/20100101 Firefox/31.0,830
"",Britney Spears,Logged In,Oscar,M,6,Stafford,213.28934,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,3,200,1513833258284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",DJ Dizzy,Logged In,Omar,M,0,Yang,221.1522,free,"Pittsburgh, PA",PUT,NextSong,1513479490284,6047,Sexy Bitch,200,1513833258284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2305
"",Dwight Yoakam,Logged In,Melody,F,38,Williams,239.3073,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,You're The One,200,1513833283284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Peter And Gordon,Logged In,Isaiah,M,23,Sheppard,161.14893,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511068225284,2185,A World Without Love,200,1513833312284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2186
"",Camila,Logged In,Carlisle,F,66,Long,308.00934,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,Coleccionista De Canciones,200,1513833329284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",The Kills,Logged In,Charles,M,0,Valdez,302.73261,free,"Beaumont-Port Arthur, TX",PUT,NextSong,1511959472284,4487,Kissy Kissy,200,1513833331284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/36.0.1985.125 Chrome/36.0.1985.125 Safari/537.36\"",2755
"",Eddie Vedder,Logged In,Enrique,M,112,Miller,60.31628,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Tuolumne,200,1513833334284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Tiger Army,Logged In,Evelin,F,10,Benjamin,184.37179,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,Under Saturn's Shadow,200,1513833341284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Bon Jovi,Logged In,Giana,F,2,Collins,222.61506,free,"Rochester, MN",PUT,NextSong,1509533883284,5202,You Give Love A Bad Name,200,1513833386284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:31.0) Gecko/20100101 Firefox/31.0,830
"","",Logged In,Enrique,M,113,Miller,"",paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Help,1500182660284,6740,"",200,1513833411284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",BjÃÂ¶rk,Logged In,Savanna,F,0,Robinson,348.57751,free,"Norwich-New London, CT",PUT,NextSong,1506402552284,1114,Undo,200,1513833419284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,1115
"","",Logged In,Enrique,M,114,Miller,"",paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1500182660284,6740,"",200,1513833432284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",We Are Scientists,Logged In,Enrique,M,115,Miller,198.89587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,The Great Escape (Album Version) (Explicit),200,1513833444284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Tokyo Police Club,Logged In,Oscar,M,7,Stafford,178.33751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,Listen to the Math,200,1513833471284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",Ely Guerra,Logged In,Isaiah,M,24,Sheppard,281.65179,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511068225284,2185,Para Hacerme Perdonar (En Vivo Teatro Metropolitan),200,1513833473284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2186
"",Slipknot,Logged In,Omar,M,1,Yang,252.60363,free,"Pittsburgh, PA",PUT,NextSong,1513479490284,6047,Duality (Album Version),200,1513833479284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2305
"",Kanye West / GLC / Consequence,Logged In,Judson,M,49,Kim,324.20526,paid,"Worcester, MA-CT",PUT,NextSong,1510667861284,6357,Spaceship,200,1513833520284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1103
"",John Mayer,Logged In,Melody,F,39,Williams,254.27546,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Everyday I Have The Blues,200,1513833522284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Amos Lee,Logged In,Evelin,F,11,Benjamin,210.28526,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,Black River,200,1513833525284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Newton Faulkner,Logged In,Elizabeth,F,14,Wheeler,209.05751,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,People Should Smile More,200,1513833531284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Ronan Keating,Logged In,Giana,F,3,Collins,259.16036,free,"Rochester, MN",PUT,NextSong,1509533883284,5202,Superman,200,1513833608284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:31.0) Gecko/20100101 Firefox/31.0,830
"",Frou Frou,Logged In,Carlisle,F,67,Long,277.34159,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,Breathe In,200,1513833637284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Five Finger Death Punch,Logged In,Enrique,M,116,Miller,200.17587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Stranger than Fiction,200,1513833642284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",BjÃÂ¶rk,Logged In,Oscar,M,8,Stafford,348.57751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,Undo,200,1513833649284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",Dream Theater,Logged In,Evelin,F,12,Benjamin,825.83465,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,The Great Debate,200,1513833735284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Madder Mortem,Logged In,Elizabeth,F,15,Wheeler,302.36689,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,Ruby Red,200,1513833740284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Shelby Lynne,Logged In,Isaiah,M,25,Sheppard,268.9824,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511068225284,2185,Killin' Kind,200,1513833754284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2186
"",Rihanna,Logged In,Savanna,F,1,Robinson,229.04118,free,"Norwich-New London, CT",PUT,NextSong,1506402552284,1114,Take A Bow,200,1513833767284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,1115
"","",Logged In,Isaiah,M,26,Sheppard,"",paid,"Dallas-Fort Worth-Arlington, TX",GET,About,1511068225284,2185,"",200,1513833773284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2186
"",Sean Kingston and Justin Bieber,Logged In,Melody,F,40,Williams,201.9522,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Eenie Meenie,200,1513833776284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Lil Wayne / Bobby Valentino / Kidd Kidd,Logged In,Aleah,F,0,Patterson,286.95465,free,"Austin-Round Rock, TX",PUT,NextSong,1502506735284,6086,Mrs. Officer,200,1513833780284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) GSA/4.1.0.31802 Mobile/11D257 Safari/9537.53\"",266
"","",Logged In,Isaiah,M,27,Sheppard,"",paid,"Dallas-Fort Worth-Arlington, TX",GET,About,1511068225284,2185,"",200,1513833788284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2186
"",Carlos Jean,Logged In,Kenan,M,0,Thompson,228.62322,free,"Albany-Schenectady-Troy, NY",PUT,NextSong,1504924287284,5225,Freezing The Time,200,1513833829284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",1245
"",T.I.,Logged In,Enrique,M,117,Miller,282.40934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Top Back (Explicit Album Version),200,1513833842284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Boyz II Men,Logged In,Judson,M,50,Kim,237.66159,paid,"Worcester, MA-CT",PUT,NextSong,1510667861284,6357,End Of The Road,200,1513833844284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1103
"",The Airborne Toxic Event,Logged In,Cullen,M,0,Fox,303.56853,paid,"Greensboro-High Point, NC",PUT,NextSong,1492587684284,6391,Sometime Around Midnight,200,1513833894284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",628
"",Gorillaz,Logged In,Carlisle,F,68,Long,233.40363,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,On Melancholy Hill,200,1513833914284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Katy Perry,Logged In,Corinne,F,0,Todd,179.40853,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1499079426284,6499,I Kissed A Girl,200,1513833963284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,527
"",La Roux,Logged In,Melody,F,41,Williams,205.60934,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Bulletproof,200,1513833977284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Los DelinqÃÂ¼entes,Logged In,Oscar,M,9,Stafford,220.86485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,Caminito Del Almendro (Album Version),200,1513833997284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",Black Moth Super Rainbow,Logged In,Elizabeth,F,16,Wheeler,221.28281,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,Early 70's Gymnastics,200,1513834042284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Battles,Logged In,Enrique,M,118,Miller,287.58159,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,TRAS2,200,1513834124284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Bon Jovi,Logged In,Corinne,F,1,Todd,341.81179,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1499079426284,6499,My Guitar Lies Bleeding In My Arms,200,1513834142284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,527
"",Timbaland / Keri Hilson / D.O.E.,Logged In,Carlisle,F,69,Long,179.25179,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,The Way I Are,200,1513834147284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Claw Boys Claw,Logged In,Melody,F,42,Williams,230.89587,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Paris (Acoustic),200,1513834182284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",The All-American Rejects,Logged In,Cullen,M,1,Fox,214.30812,paid,"Greensboro-High Point, NC",PUT,NextSong,1492587684284,6391,I'm Waiting,200,1513834197284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",628
"","",Logged Out,"","",0,"","",free,"",GET,Home,"",5767,"",200,1513834216284,"",""
"",Muse,Logged In,Oscar,M,10,Stafford,209.00526,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,The Small Print,200,1513834217284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"","",Logged Out,"","",1,"","",free,"",PUT,Login,"",5767,"",307,1513834217284,"",""
"","",Logged In,Sequoia,F,2,Woodard,"",free,"Milwaukee-Waukesha-West Allis, WI",GET,Home,1510338607284,5767,"",200,1513834252284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1520
"",Hannah Montana,Logged In,Elizabeth,F,17,Wheeler,223.79057,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,You'll Always Find Your Way Back Home,200,1513834263284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Edward Sharpe & The Magnetic Zeros,Logged In,Landan,M,0,Thompson,306.31138,paid,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1507118210284,7006,Home,200,1513834308284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",649
"",Boyzone,Logged In,Carlisle,F,70,Long,275.25179,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,No Matter What,200,1513834326284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",The New Pornographers,Logged In,Sequoia,F,3,Woodard,267.2322,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1510338607284,5767,The Bleeding Heart Show,200,1513834348284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1520
"",Miami Horror,Logged In,Rihanna,F,0,Preston,253.46567,free,"Pittsburgh, PA",PUT,NextSong,1507106227284,6882,Make You Mine,200,1513834399284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0,117
"",Bethany Dillon,Logged In,Enrique,M,119,Miller,230.16444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Dreamer,200,1513834411284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Brett Dennen / Femi Kuti,Logged In,Cullen,M,2,Fox,216.97261,paid,"Greensboro-High Point, NC",PUT,NextSong,1492587684284,6391,Make You Crazy,200,1513834411284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",628
"",The Ark,Logged In,Melody,F,43,Williams,207.90812,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,This Piece Of Poetry Is Meant To Do Harm,200,1513834412284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Oscar,M,11,Stafford,277.15873,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1513834426284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",Young Money,Logged In,Thomas,M,0,Fowler,209.81506,free,"Cincinnati, OH-KY-IN",PUT,NextSong,1496614588284,1820,Roger That,200,1513834460284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,1821
"",Eiffel 65,Logged In,Elizabeth,F,18,Wheeler,285.93587,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,Blue (Da Ba Dee),200,1513834486284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",The Pussycat Dolls,Logged In,Evelin,F,13,Benjamin,207.56853,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,Stickwitu,200,1513834560284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Foreigner,Logged In,Carlisle,F,71,Long,289.85424,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,Waiting For A Girl Like You,200,1513834601284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Blackfoot,Logged In,Landan,M,1,Thompson,344.94649,paid,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1507118210284,7006,I Got A Line On You,200,1513834614284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",649
"",BeyoncÃÂ© feat. Jay-Z,Logged In,Melody,F,44,Williams,235.93751,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Crazy In Love,200,1513834619284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Andres Calamaro,Logged In,Cullen,M,3,Fox,144.5873,paid,"Greensboro-High Point, NC",PUT,NextSong,1492587684284,6391,El Novio Del Olvido,200,1513834627284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",628
"",Dispatch,Logged In,Enrique,M,120,Miller,245.36771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,The General,200,1513834641284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",The Libertines,Logged In,Lily,F,0,Simmons,180.08771,free,"Austin-Round Rock, TX",PUT,NextSong,1504799573284,6799,What A Waster,200,1513834678284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2033
"",Phil Collins,Logged In,Oscar,M,12,Stafford,258.48118,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,You'll Be In My Heart,200,1513834703284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"","",Logged In,Lily,F,1,Simmons,"",free,"Austin-Round Rock, TX",GET,Home,1504799573284,6799,"",200,1513834733284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53\"",2033
"",Brian McKnight,Logged In,Evelin,F,14,Benjamin,293.82485,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,A Little Too Late (Album Version),200,1513834767284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Pearl Jam,Logged In,Elizabeth,F,19,Wheeler,283.89832,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,Rearviewmirror,200,1513834771284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Nacho Cano,Logged In,Cullen,M,4,Fox,599.11791,paid,"Greensboro-High Point, NC",PUT,NextSong,1492587684284,6391,MÃÂºsica Para Una Boda,200,1513834771284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",628
"","",Logged Out,"","",0,"","",paid,"",PUT,Login,"",6232,"",307,1513834853284,"",""
"",Stray Cats,Logged In,Melody,F,45,Williams,252.52526,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Mystery Train Kept A Rollin' (New Studio Track),200,1513834854284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Bob Newhart,Logged In,Enrique,M,121,Miller,367.98649,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Introducing Tobacco To Civilization (LP Version),200,1513834886284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Staind,Logged In,Carlisle,F,72,Long,266.29179,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,It's Been Awhile (Clean Edit),200,1513834890284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
"",Gaelle,Logged In,Payton,F,38,Orozco,365.29587,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1485260664284,1775,Give It Back (Eric's Wollman Dub),200,1513834917284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1776
"",matchbox twenty,Logged In,Landan,M,2,Thompson,231.47057,paid,"Denver-Aurora-Lakewood, CO",PUT,NextSong,1507118210284,7006,Modern Love [Live],200,1513834958284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",649
"",Creedence Clearwater Revival,Logged In,Oscar,M,13,Stafford,662.83057,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1511648169284,5431,I Heard It Through The Grapevine,200,1513834961284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,1107
"",Johnathan Rice,Logged In,Wyatt,M,0,Young,320.31302,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1498528082284,7065,My Mother's Son (Album Version),200,1513834983284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2801
"","",Logged In,Alexis,F,1,Diaz,"",paid,"Fort Collins, CO",GET,Home,1495269268284,6232,"",200,1513834999284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",174
"",Jack Johnson,Logged In,Alexis,F,2,Diaz,95.92118,paid,"Fort Collins, CO",PUT,NextSong,1495269268284,6232,Fall Line,200,1513835035284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",174
"",La Base,Logged In,Elizabeth,F,20,Wheeler,254.01424,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1508260038284,7025,Vienes y Te Vas,200,1513835054284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",1396
"",Black Eyed Peas,Logged In,Evelin,F,15,Benjamin,296.56771,paid,"Key West, FL",PUT,NextSong,1512655967284,6518,Shut Up,200,1513835060284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",237
"",Red,Logged In,Melody,F,46,Williams,257.12281,paid,"Austin-Round Rock, TX",PUT,NextSong,1509202309284,5562,Death of Me,200,1513835106284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2359
"",Lily Allen,Logged In,Alexis,F,3,Diaz,174.18404,paid,"Fort Collins, CO",PUT,NextSong,1495269268284,6232,Fag Hag,200,1513835130284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",174
"",Young Money featuring Lloyd,Logged In,Carlisle,F,73,Long,196.33587,paid,"Trenton, NJ",PUT,NextSong,1504984277284,6972,BedRock (Radio Edit) (feat.Lloyd),200,1513835156284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2481
